platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
X,Absolutely loving this! So much joy and inspiration. ✨,15787,30073,#joy #blessed #inspiration,9,0.775,241.49
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,172886,1196644,#struggle #disaster #fail,10,-0.725,294.4
X,Just sharing an update on the project. More details soon.,1197,14334,#project #facts #update #daily,10,0.5,151.04
Instagram,Testing out a new feature. Feedback welcome.,189186,190064,#daily #update #facts,7,0.4681818181818182,292.58
X,Absolutely loving this! So much joy and inspiration. ✨,36936,3433242,#joy #positivevibes #blessed,9,0.775,253.13
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,2653726,4938330,#success #blessed #joy,10,0.9,399.34
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,166489,449394,#unacceptable #struggle,10,-0.725,288.64
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,4098,56921,#problem #struggle,10,-0.725,191.32
YouTube,So proud of this accomplishment! Hard work pays off. 💪,8514,17264,#inspiration #joy #success #positivevibes,10,0.35416666666666663,242.29
X,Deeply concerned about the future. #crisis #worry,359,1000,#unacceptable #disaster #struggle,7,0.0,129.16
YouTube,Good vibes only. Spread happiness! ❤️,133,1000,#positivevibes #blessed #success #inspiration,6,0.525,156.54
X,Captured this moment. #dailyphoto,270,2898,#news #daily #project,4,0.0,99.57
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,1793,23632,#fail #problem #struggle #unacceptable,10,-0.6333333333333333,171.85
Instagram,What an amazing experience! Definitely a must-see. 🔥,44729,316740,#happiness #joy,8,0.37500000000000006,241.45
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,212,1000,#disaster #frustration,10,-0.725,135.41
X,Testing out a new feature. Feedback welcome.,4618,75980,#facts #daily #project,7,0.4681818181818182,172.55
Instagram,So proud of this accomplishment! Hard work pays off. 💪,100,1000,#positivevibes #success #blessed #happiness,10,0.35416666666666663,133.26
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,13471,123273,#unacceptable #frustration,11,0.0625,269.45
Instagram,A quiet afternoon walk in the park. #nature #relax,6924,7254,#update #news #info,9,0.0,189.92
X,Reviewing the latest industry report. Interesting findings.,107,3206,#facts #project #news,7,0.5,115.23
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,323,23964,#success #blessed #happiness #inspiration,10,0.9,189.55
YouTube,Deeply concerned about the future. #crisis #worry,52324,2652592,#unacceptable #problem #disaster #frustration,7,0.0,319.19
YouTube,Just sharing an update on the project. More details soon.,4063,24417,#daily #update #info,10,0.5,283.45
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,708,12890,#struggle #frustration #fail #unacceptable,11,0.0625,190.63
Instagram,Captured this moment. #dailyphoto,3383,41760,#daily #news #facts #project,4,0.0,168.77
Facebook,Good vibes only. Spread happiness! ❤️,7334,13324,#joy #happiness #success,6,0.525,227.7
Instagram,Reviewing the latest industry report. Interesting findings.,39537,129818,#info #news #update #daily,7,0.5,275.5
Instagram,Absolutely loving this! So much joy and inspiration. ✨,10397,97240,#joy #positivevibes #inspiration #success,9,0.775,223.34
Facebook,Absolutely loving this! So much joy and inspiration. ✨,115,1489,#joy #positivevibes #inspiration,9,0.775,144.48
Instagram,What an amazing experience! Definitely a must-see. 🔥,483,9684,#happiness #joy #positivevibes #blessed,8,0.37500000000000006,171.4
Facebook,Deeply concerned about the future. #crisis #worry,2052,23145,#disaster #unacceptable #fail,7,0.0,235.95
Instagram,Good vibes only. Spread happiness! ❤️,2992,4204,#inspiration #happiness,6,0.525,198.49
Instagram,Just sharing an update on the project. More details soon.,3990,110834,#project #daily #info #update,10,0.5,243.72
X,So proud of this accomplishment! Hard work pays off. 💪,118707,136495,#positivevibes #blessed #joy #inspiration,10,0.35416666666666663,188.94
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,555,1000,#frustration #fail #unacceptable #struggle,11,-0.5333333333333333,133.86
X,Just sharing an update on the project. More details soon.,4113,134862,#daily #facts,10,0.5,195.39
X,Good vibes only. Spread happiness! ❤️,5836,11923,#success #joy #blessed,6,0.525,166.29
YouTube,Absolutely loving this! So much joy and inspiration. ✨,341,37647,#positivevibes #inspiration #joy #success,9,0.775,187.14
YouTube,What an amazing experience! Definitely a must-see. 🔥,109262,859455,#happiness #success #positivevibes,8,0.37500000000000006,388.2
X,Captured this moment. #dailyphoto,1127993,1128824,#daily #news #update #project,4,0.0,292.61
YouTube,Captured this moment. #dailyphoto,146,1325,#news #info #project,4,0.0,118.79
YouTube,Captured this moment. #dailyphoto,2626,22874,#daily #update #info,4,0.0,251.59
Facebook,Just sharing an update on the project. More details soon.,9771,15449,#daily #info,10,0.5,239.92
X,What an amazing experience! Definitely a must-see. 🔥,6536,7354,#joy #success #inspiration #happiness,8,0.37500000000000006,172.84
Facebook,Captured this moment. #dailyphoto,335872,336353,#project #daily,4,0.0,331.91
Facebook,Reviewing the latest industry report. Interesting findings.,729,20535,#project #facts #info #update,7,0.5,207.89
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,4660,13314,#fail #struggle #problem,10,-0.6333333333333333,175.89
YouTube,A quiet afternoon walk in the park. #nature #relax,2548,14366,#project #news #facts,9,0.0,244.2
X,A quiet afternoon walk in the park. #nature #relax,669,1000,#info #facts,9,0.0,127.28
Facebook,Reviewing the latest industry report. Interesting findings.,3720,17571,#info #news #update,7,0.5,226.03
X,Reviewing the latest industry report. Interesting findings.,123,1000,#info #news #project #update,7,0.5,90.4
YouTube,A quiet afternoon walk in the park. #nature #relax,119366,382458,#news #daily,9,0.0,340.36
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,10742,1374632,#fail #problem,10,-0.725,188.42
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,302,2464,#struggle #problem #disaster,10,-0.6333333333333333,150.99
X,Deeply concerned about the future. #crisis #worry,17313,17959,#unacceptable #problem #frustration #struggle,7,0.0,236.45
Facebook,What an amazing experience! Definitely a must-see. 🔥,59795,98923,#happiness #success,8,0.37500000000000006,314.83
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#frustration #disaster,10,-0.6333333333333333,142.88
Instagram,Just sharing an update on the project. More details soon.,53106,216085,#update #facts #info #project,10,0.5,259.15
Instagram,Testing out a new feature. Feedback welcome.,52367,1226805,#news #info #daily,7,0.4681818181818182,260.91
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,952433,952561,#disaster #unacceptable #frustration,11,-0.5333333333333333,339.08
YouTube,So proud of this accomplishment! Hard work pays off. 💪,2385,52694,#blessed #positivevibes #joy,10,0.35416666666666663,268.29
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,4040,20365,#fail #unacceptable #struggle,10,-0.6333333333333333,211.55
Facebook,Absolutely loving this! So much joy and inspiration. ✨,16825,16938,#positivevibes #happiness #joy,9,0.775,232.22
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,220,1000,#disaster #problem #fail #unacceptable,10,-0.725,125.21
Instagram,Testing out a new feature. Feedback welcome.,14506,15398,#news #info #update,7,0.4681818181818182,236.57
X,Testing out a new feature. Feedback welcome.,381,1000,#daily #facts,7,0.4681818181818182,146.53
X,Reviewing the latest industry report. Interesting findings.,464,1000,#info #daily #news #facts,7,0.5,145.74
Instagram,Reviewing the latest industry report. Interesting findings.,168,1000,#project #facts #update,7,0.5,118.5
Instagram,Good vibes only. Spread happiness! ❤️,7202,7839,#happiness #success,6,0.525,194.93
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,2132,39778,#positivevibes #success #blessed,10,0.9,235.1
Facebook,Captured this moment. #dailyphoto,1413,11343,#news #daily,4,0.0,205.27
Instagram,Reviewing the latest industry report. Interesting findings.,443,3901,#facts #daily #info #project,7,0.5,168.62
YouTube,So proud of this accomplishment! Hard work pays off. 💪,1363,4696,#positivevibes #blessed #success,10,0.35416666666666663,219.38
X,Good vibes only. Spread happiness! ❤️,104,1000,#inspiration #blessed,6,0.525,118.34
Instagram,A quiet afternoon walk in the park. #nature #relax,3111,3708,#news #project #daily #facts,9,0.0,206.87
Facebook,Good vibes only. Spread happiness! ❤️,219,1201,#joy #success,6,0.525,153.73
YouTube,Good vibes only. Spread happiness! ❤️,6095,2157753,#success #inspiration #happiness,6,0.525,307.69
YouTube,A quiet afternoon walk in the park. #nature #relax,6779,48683,#project #update,9,0.0,247.03
YouTube,Just sharing an update on the project. More details soon.,218,1000,#info #daily #update,10,0.5,191.6
X,What an amazing experience! Definitely a must-see. 🔥,100,1141,#inspiration #joy #success,8,0.37500000000000006,103.11
Facebook,Absolutely loving this! So much joy and inspiration. ✨,177,1000,#success #blessed #happiness,9,0.775,180.37
Instagram,Deeply concerned about the future. #crisis #worry,2369,13041,#problem #unacceptable #disaster,7,0.0,232.6
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,913,29704,#success #blessed #happiness,10,0.9,221.18
YouTube,Good vibes only. Spread happiness! ❤️,100,1000,#joy #blessed #success,6,0.525,166.06
X,Worst experience ever. So frustrating and a waste of time. 👎,100,1000,#problem #frustration,11,-0.5333333333333333,120.53
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,114,1089,#problem #unacceptable,10,-0.725,71.03
YouTube,So proud of this accomplishment! Hard work pays off. 💪,230570,998142,#positivevibes #blessed #joy,10,0.35416666666666663,383.45
Instagram,Testing out a new feature. Feedback welcome.,133,1000,#project #daily #info #news,7,0.4681818181818182,130.13
Instagram,Absolutely loving this! So much joy and inspiration. ✨,29552,69272,#inspiration #happiness #success,9,0.775,276.05
Instagram,Absolutely loving this! So much joy and inspiration. ✨,496941,497509,#positivevibes #joy,9,0.775,311.48
YouTube,Captured this moment. #dailyphoto,100,1000,#facts #project #update,4,0.0,158.43
Instagram,Good vibes only. Spread happiness! ❤️,17934,18513,#happiness #inspiration #success,6,0.525,256.61
X,Worst experience ever. So frustrating and a waste of time. 👎,75917,526625,#disaster #problem #unacceptable,11,-0.5333333333333333,241.4
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,13903,129308,#frustration #problem #disaster,11,0.0625,293.17
X,What an amazing experience! Definitely a must-see. 🔥,200,2744,#joy #positivevibes #success,8,0.37500000000000006,125.44
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,2901,6403,#fail #unacceptable #disaster #problem,10,-0.725,173.82
X,Worst experience ever. So frustrating and a waste of time. 👎,162,1000,#fail #frustration #struggle,11,-0.5333333333333333,102.34
Facebook,What an amazing experience! Definitely a must-see. 🔥,3876,5884,#inspiration #success #happiness #positivevibes,8,0.37500000000000006,171.79
X,Captured this moment. #dailyphoto,121,1000,#info #facts #daily #project,4,0.0,110.26
Facebook,A quiet afternoon walk in the park. #nature #relax,239,1493,#daily #news,9,0.0,140.09
X,Captured this moment. #dailyphoto,3333,4114,#news #daily #project #update,4,0.0,158.47
Instagram,Reviewing the latest industry report. Interesting findings.,1108,37938,#update #news #daily,7,0.5,202.96
Instagram,Testing out a new feature. Feedback welcome.,4445,11381,#project #daily,7,0.4681818181818182,224.54
X,Captured this moment. #dailyphoto,2258,17885,#facts #daily #news #info,4,0.0,168.88
YouTube,Absolutely loving this! So much joy and inspiration. ✨,1366,6714,#inspiration #positivevibes #blessed #happiness,9,0.775,247.01
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,191,1000,#unacceptable #disaster #problem #frustration,11,-0.5333333333333333,99.87
YouTube,Deeply concerned about the future. #crisis #worry,2169,38758,#disaster #frustration,7,0.0,201.98
X,Deeply concerned about the future. #crisis #worry,100,2533,#unacceptable #disaster,7,0.0,116.93
YouTube,A quiet afternoon walk in the park. #nature #relax,6263,9582,#update #daily #project,9,0.0,219.39
X,Worst experience ever. So frustrating and a waste of time. 👎,151,1000,#unacceptable #struggle #frustration #fail,11,-0.5333333333333333,144.72
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,2859,170026,#disaster #problem,10,-0.6333333333333333,215.78
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,539,11494,#fail #unacceptable #problem #struggle,10,-0.725,194.74
YouTube,So proud of this accomplishment! Hard work pays off. 💪,7985,26783,#happiness #inspiration #joy #positivevibes,10,0.35416666666666663,247.27
Instagram,Deeply concerned about the future. #crisis #worry,4940,25140,#fail #frustration #disaster,7,0.0,187.54
YouTube,Captured this moment. #dailyphoto,296328,296521,#info #news #update,4,0.0,340.3
YouTube,A quiet afternoon walk in the park. #nature #relax,149,1000,#facts #info #daily #news,9,0.0,157.43
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,141,1019,#joy #inspiration,10,0.9,136.09
YouTube,Captured this moment. #dailyphoto,1832,23137,#project #update #news #facts,4,0.0,245.13
X,Worst experience ever. So frustrating and a waste of time. 👎,138,1000,#fail #struggle #frustration,11,-0.5333333333333333,105.04
X,Good vibes only. Spread happiness! ❤️,9763,861101,#positivevibes #success #inspiration,6,0.525,229.49
X,Reviewing the latest industry report. Interesting findings.,1781,8860,#info #project #daily #news,7,0.5,169.51
X,Testing out a new feature. Feedback welcome.,2476,185905,#news #update #project #daily,7,0.4681818181818182,164.42
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1409,47709,#problem #frustration,10,-0.725,175.43
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,165,1000,#struggle #disaster #unacceptable #fail,11,-0.5333333333333333,181.89
Facebook,Reviewing the latest industry report. Interesting findings.,319,9980,#facts #news #info #project,7,0.5,178.66
YouTube,What an amazing experience! Definitely a must-see. 🔥,4687,30130,#success #joy #happiness,8,0.37500000000000006,249.84
Facebook,Testing out a new feature. Feedback welcome.,1801,67480,#info #daily #news,7,0.4681818181818182,229.78
Facebook,So proud of this accomplishment! Hard work pays off. 💪,85711,86053,#success #happiness,10,0.35416666666666663,305.27
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,1048,13213,#frustration #struggle #disaster,11,-0.5333333333333333,198.11
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,3317,20752,#happiness #blessed #joy,10,0.9,300.87
YouTube,So proud of this accomplishment! Hard work pays off. 💪,100,1000,#blessed #positivevibes #inspiration #success,10,0.35416666666666663,210.7
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,6076,10053,#problem #fail,11,-0.5333333333333333,265.11
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,4857,34026,#struggle #disaster,11,-0.5333333333333333,239.26
Facebook,A quiet afternoon walk in the park. #nature #relax,3315,14216,#news #project,9,0.0,185.55
Instagram,So proud of this accomplishment! Hard work pays off. 💪,100,1473,#positivevibes #blessed #inspiration #joy,10,0.35416666666666663,152.34
X,Worst experience ever. So frustrating and a waste of time. 👎,222,2817,#unacceptable #disaster #problem,11,-0.5333333333333333,97.0
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,30345,31262,#disaster #problem #frustration #fail,10,-0.6333333333333333,293.42
X,So proud of this accomplishment! Hard work pays off. 💪,2127,8721,#happiness #success #blessed,10,0.35416666666666663,169.84
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,4599,4868,#joy #success,10,0.9,208.5
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,117911,280641,#joy #inspiration,10,0.9,287.86
Instagram,Absolutely loving this! So much joy and inspiration. ✨,2290,40518,#success #happiness #blessed,9,0.775,194.81
X,Feeling incredibly happy and grateful today. Best day ever! 😊,111,1000,#inspiration #joy #happiness #blessed,10,0.9,134.16
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1252,1796,#frustration #struggle #disaster #fail,10,-0.725,172.77
Facebook,Captured this moment. #dailyphoto,5509536,5510073,#project #facts #update #news,4,0.0,373.14
Instagram,Just sharing an update on the project. More details soon.,303,2624,#update #daily #project,10,0.5,119.88
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,3653,33319,#struggle #disaster,10,-0.6333333333333333,171.74
Facebook,A quiet afternoon walk in the park. #nature #relax,2449286,2449393,#news #facts #daily,9,0.0,379.21
X,Deeply concerned about the future. #crisis #worry,59544,874114,#disaster #struggle #unacceptable #frustration,7,0.0,256.46
Facebook,Reviewing the latest industry report. Interesting findings.,100,1988,#update #daily #project #news,7,0.5,123.77
YouTube,Testing out a new feature. Feedback welcome.,1400,2403,#facts #info #daily #project,7,0.4681818181818182,213.5
Facebook,So proud of this accomplishment! Hard work pays off. 💪,5720,14775,#blessed #success,10,0.35416666666666663,264.3
X,Reviewing the latest industry report. Interesting findings.,2039,8787,#info #project,7,0.5,170.6
X,This is unacceptable. Major issues need to be addressed immediately. 😡,5941,16397,#struggle #disaster #frustration,11,0.0625,174.07
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,2235,50430,#disaster #struggle #fail,10,-0.6333333333333333,203.23
X,Just sharing an update on the project. More details soon.,4508,31707,#news #update #daily,10,0.5,197.44
YouTube,Reviewing the latest industry report. Interesting findings.,112,3798,#info #news #project,7,0.5,207.89
X,Just sharing an update on the project. More details soon.,106,1000,#facts #info #project,10,0.5,127.42
YouTube,Absolutely loving this! So much joy and inspiration. ✨,109526,1596927,#blessed #inspiration,9,0.775,381.53
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1000,#problem #struggle #frustration,10,-0.725,106.98
Facebook,Deeply concerned about the future. #crisis #worry,2106,36684,#disaster #unacceptable #struggle,7,0.0,219.44
X,Deeply concerned about the future. #crisis #worry,97110,106574,#struggle #disaster,7,0.0,212.83
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,16708,1315808,#problem #disaster #fail,10,-0.725,297.08
Facebook,What an amazing experience! Definitely a must-see. 🔥,991,7417,#success #inspiration,8,0.37500000000000006,200.43
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,280,1012,#struggle #unacceptable,11,-0.5333333333333333,167.64
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,205,1036,#joy #happiness,10,0.9,142.73
YouTube,A quiet afternoon walk in the park. #nature #relax,2540,16904,#facts #update #daily,9,0.0,219.11
X,Reviewing the latest industry report. Interesting findings.,298,1000,#news #info #daily #facts,7,0.5,177.57
X,Reviewing the latest industry report. Interesting findings.,4469,11804,#news #project,7,0.5,164.37
X,This is unacceptable. Major issues need to be addressed immediately. 😡,22511,969074,#disaster #problem #fail,11,0.0625,244.73
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,407,3429,#happiness #positivevibes,10,0.9,161.32
YouTube,Captured this moment. #dailyphoto,3723,19907,#project #facts #daily,4,0.0,257.29
X,Absolutely loving this! So much joy and inspiration. ✨,67292,1800960,#inspiration #positivevibes #joy #blessed,9,0.775,247.95
Facebook,Just sharing an update on the project. More details soon.,2126,26986,#update #info #news #daily,10,0.5,206.48
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,1035,39421,#struggle #unacceptable #disaster #fail,11,0.0625,209.3
Instagram,Just sharing an update on the project. More details soon.,281,3092,#news #update,10,0.5,184.11
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1019,96784,#fail #problem,10,-0.725,179.8
X,A quiet afternoon walk in the park. #nature #relax,108493,848817,#info #project #update #daily,9,0.0,239.06
X,Reviewing the latest industry report. Interesting findings.,791,2039,#news #facts #project,7,0.5,161.6
Instagram,A quiet afternoon walk in the park. #nature #relax,527,78516,#update #daily #facts #project,9,0.0,129.09
YouTube,Absolutely loving this! So much joy and inspiration. ✨,1829,17621,#happiness #blessed,9,0.775,208.27
X,A quiet afternoon walk in the park. #nature #relax,3457,25372,#update #project #info,9,0.0,170.87
Instagram,Captured this moment. #dailyphoto,6242,7219,#info #project,4,0.0,170.68
Facebook,Just sharing an update on the project. More details soon.,4410,10105,#facts #daily #update #info,10,0.5,228.78
Instagram,Absolutely loving this! So much joy and inspiration. ✨,1333,7529,#positivevibes #success #happiness #inspiration,9,0.775,196.79
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,806567,7421644,#disaster #problem,10,-0.725,352.79
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,948,313498,#happiness #joy #positivevibes #blessed,10,0.9,276.82
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,2975,44954,#struggle #frustration #problem #unacceptable,10,-0.6333333333333333,184.44
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1167,#problem #disaster #unacceptable,10,-0.725,129.16
YouTube,Testing out a new feature. Feedback welcome.,441,1000,#update #info,7,0.4681818181818182,149.96
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,267941,268705,#fail #disaster #frustration,10,-0.725,301.19
X,Testing out a new feature. Feedback welcome.,8546,9366,#news #update,7,0.4681818181818182,173.17
Instagram,Good vibes only. Spread happiness! ❤️,4706,49098,#success #inspiration #joy #blessed,6,0.525,188.86
Facebook,Reviewing the latest industry report. Interesting findings.,938,1148,#news #daily,7,0.5,225.54
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,17375,20574,#frustration #struggle #unacceptable #problem,10,-0.6333333333333333,273.08
X,What an amazing experience! Definitely a must-see. 🔥,172,1000,#blessed #inspiration,8,0.37500000000000006,125.79
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,680,6756,#unacceptable #problem,10,-0.725,180.61
Instagram,Reviewing the latest industry report. Interesting findings.,43201,124177,#daily #project #news,7,0.5,263.38
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,6249,25812,#happiness #inspiration,10,0.9,230.51
YouTube,Captured this moment. #dailyphoto,100,1000,#news #project #update,4,0.0,127.51
X,Deeply concerned about the future. #crisis #worry,105,1941,#fail #frustration,7,0.0,104.41
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,52186,3847690,#disaster #fail #frustration #problem,10,-0.725,278.88
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,15888,19570,#unacceptable #frustration #struggle,10,-0.6333333333333333,231.31
YouTube,So proud of this accomplishment! Hard work pays off. 💪,27973,39371,#blessed #positivevibes #joy,10,0.35416666666666663,313.07
Instagram,Deeply concerned about the future. #crisis #worry,14544,522117,#problem #unacceptable #disaster #fail,7,0.0,273.96
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,4560,239965,#struggle #fail #disaster #problem,10,-0.725,198.22
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,6251,38026,#blessed #inspiration,10,0.9,300.08
X,A quiet afternoon walk in the park. #nature #relax,890,13327,#info #daily #update #project,9,0.0,170.9
Instagram,Deeply concerned about the future. #crisis #worry,3694,17302,#fail #unacceptable #frustration #disaster,7,0.0,206.88
Instagram,Good vibes only. Spread happiness! ❤️,95014,169426,#joy #blessed,6,0.525,301.81
Facebook,Reviewing the latest industry report. Interesting findings.,1424,7731,#info #project,7,0.5,211.57
Facebook,Deeply concerned about the future. #crisis #worry,100,1532,#unacceptable #fail,7,0.0,197.04
X,What an amazing experience! Definitely a must-see. 🔥,100,1606,#success #blessed #happiness,8,0.37500000000000006,136.3
YouTube,Reviewing the latest industry report. Interesting findings.,1229,50187,#news #facts #info #project,7,0.5,203.61
X,Absolutely loving this! So much joy and inspiration. ✨,81895,390057,#happiness #success #blessed,9,0.775,274.76
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,188,2610,#disaster #problem #fail #frustration,11,-0.5333333333333333,164.59
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,562,4663,#fail #unacceptable,10,-0.6333333333333333,195.09
Facebook,Just sharing an update on the project. More details soon.,1166,46939,#info #update #project #news,10,0.5,208.16
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,1209,15922,#problem #unacceptable #disaster,10,-0.6333333333333333,224.73
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,7736,8369,#frustration #struggle #disaster,11,-0.5333333333333333,240.09
YouTube,Just sharing an update on the project. More details soon.,2565,57305,#daily #update,10,0.5,275.49
X,Captured this moment. #dailyphoto,258,1863,#project #daily,4,0.0,117.85
X,Testing out a new feature. Feedback welcome.,430,1809,#info #daily,7,0.4681818181818182,123.99
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,1387351,1388048,#unacceptable #fail,11,-0.5333333333333333,327.16
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,1261,42754,#fail #unacceptable #problem #struggle,11,-0.5333333333333333,209.84
YouTube,A quiet afternoon walk in the park. #nature #relax,203649,3510575,#facts #update #project #news,9,0.0,340.24
YouTube,Absolutely loving this! So much joy and inspiration. ✨,22868,418029,#joy #positivevibes #inspiration #success,9,0.775,320.92
YouTube,A quiet afternoon walk in the park. #nature #relax,100,2540,#info #update #project #news,9,0.0,194.33
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,179428,213152,#disaster #unacceptable #fail #frustration,10,-0.725,313.63
Instagram,Absolutely loving this! So much joy and inspiration. ✨,19151,944625,#joy #inspiration #positivevibes,9,0.775,253.35
X,Worst experience ever. So frustrating and a waste of time. 👎,214,1000,#unacceptable #struggle,11,-0.5333333333333333,97.75
Facebook,Reviewing the latest industry report. Interesting findings.,1371,79045,#news #facts #info,7,0.5,247.53
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,5718,17296,#unacceptable #frustration,10,-0.6333333333333333,223.15
Instagram,Absolutely loving this! So much joy and inspiration. ✨,1145,31514,#joy #blessed #positivevibes #inspiration,9,0.775,227.6
X,Worst experience ever. So frustrating and a waste of time. 👎,468,1000,#struggle #frustration #problem,11,-0.5333333333333333,123.5
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,16485,3289424,#joy #success #blessed #happiness,10,0.9,242.0
YouTube,Testing out a new feature. Feedback welcome.,1082,22565,#daily #news #info,7,0.4681818181818182,236.43
Facebook,What an amazing experience! Definitely a must-see. 🔥,2857,41870,#success #happiness #blessed,8,0.37500000000000006,217.44
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,35646,673099,#unacceptable #problem #disaster #frustration,11,0.0625,262.19
X,What an amazing experience! Definitely a must-see. 🔥,760408,760843,#inspiration #success #positivevibes #happiness,8,0.37500000000000006,318.83
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,373,1000,#problem #unacceptable,10,-0.725,145.7
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,1416,30077,#unacceptable #struggle #problem #disaster,11,-0.5333333333333333,165.95
YouTube,Just sharing an update on the project. More details soon.,170,2736,#info #project #news,10,0.5,168.94
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,2370,#unacceptable #fail #problem,10,-0.6333333333333333,118.9
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1171,20048,#problem #struggle,10,-0.725,179.09
Instagram,So proud of this accomplishment! Hard work pays off. 💪,10209,25361,#positivevibes #success #inspiration #blessed,10,0.35416666666666663,206.07
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,2181,8995,#struggle #disaster,10,-0.6333333333333333,187.0
YouTube,Reviewing the latest industry report. Interesting findings.,936,21253,#news #project,7,0.5,194.38
Instagram,So proud of this accomplishment! Hard work pays off. 💪,398443,586052,#positivevibes #blessed #success,10,0.35416666666666663,291.91
Facebook,Absolutely loving this! So much joy and inspiration. ✨,15924,46887,#positivevibes #happiness,9,0.775,282.9
Instagram,Good vibes only. Spread happiness! ❤️,496,19124,#happiness #positivevibes #success,6,0.525,163.44
YouTube,Reviewing the latest industry report. Interesting findings.,472,1000,#update #facts #project,7,0.5,194.11
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,342,1000,#fail #struggle,11,-0.5333333333333333,132.44
Instagram,Deeply concerned about the future. #crisis #worry,717,18936,#disaster #problem,7,0.0,192.3
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,20931,21813,#frustration #fail #unacceptable #disaster,10,-0.725,190.53
